,requested,loan_purpose,credit,annual_income,apr,clicked_at
181000,12000.0,5,2,48000.0,34.99,1
181063,5000.0,2,4,35750.0,159.99,1
181125,10000.0,3,2,27500.0,15.58,1
181169,5000.0,2,2,70000.0,21.45,1
181202,1800.0,1,4,50000.0,159.99,1
181211,700.0,6,4,15000.0,211.0,1
181213,5000.0,1,4,52780.0,0.3599,1
181235,2500.0,2,4,43000.0,98.32,1
181342,2100.0,3,2,31000.0,21.25,1
181413,10000.0,3,2,110000.0,12.04,1
181417,10000.0,3,2,110000.0,14.57,1
181510,8000.0,1,3,24000.0,14.99,1
181524,1000.0,4,2,72000.0,17.97,1
181606,2000.0,2,2,40000.0,29.7,1
181687,20000.0,2,1,23295.0,31.13,1
181722,1000.0,4,2,42000.0,34.99,1
181777,20000.0,2,3,36000.0,13.51,1
181795,500.0,1,1,69000.0,211.0,1
181830,5000.0,4,4,40320.0,149.0,1
181865,10000.0,2,3,60000.0,16.4,1
181879,1200.0,8,4,43000.0,249.0,1
181881,1800.0,8,1,42000.0,0.3599,1
181900,1000.0,2,1,54000.0,149.0,1
181920,10000.0,2,4,119000.0,29.36,1
181934,10000.0,3,4,150000.0,21.87,1
181937,10000.0,3,4,150000.0,30.54,1
181943,2000.0,2,4,67200.0,149.0,1
182028,500.0,14,1,35000.0,249.0,1
182045,2000.0,4,2,38000.0,159.99,1
182073,40000.0,5,3,148000.0,7.84,1
182143,10500.0,19,2,480000.0,15.64,1
182179,10000.0,14,1,35000.0,0.35988871,1
182270,5000.0,2,4,55000.0,0.3599,1
182280,5000.0,2,2,75000.0,29.61,1
182363,5000.0,4,4,25000.0,98.774,1
182387,1500.0,2,1,30000.0,30.83,1
182433,7500.0,1,2,130000.0,11.07,1
182500,20000.0,3,2,125000.0,17.38,1
182525,500.0,6,4,40000.0,159.0,1
182543,5000.0,2,1,89000.0,29.73,1
182566,2500.0,9,4,42500.0,211.0,1
182570,50000.0,2,2,160000.0,33.91,1
182589,700.0,2,4,28800.0,149.0,1
182593,1000.0,4,2,60000.0,11.97,1
182671,1000.0,2,1,66000.0,31.5,1
182685,1400.0,2,4,62400.0,149.0,1
182708,7500.0,4,2,35004.0,27.8,1
182759,10000.0,2,4,28000.0,159.99,1
182793,5000.0,2,3,40000.0,12.99,1
182811,500.0,2,4,33000.0,249.0,1
182825,500.0,2,4,60000.0,35.99,1
182843,15000.0,2,1,131080.0,23.99,1
182888,800.0,2,4,108000.0,31.57,1
182957,5000.0,6,4,43296.0,159.99,1
182961,1000.0,2,4,60012.0,21.0,1
183112,2500.0,24,4,26000.0,211.0,1
183114,500.0,2,4,48000.0,20.19,1
183141,1500.0,4,4,80000.0,249.0,1
183161,6000.0,9,1,60000.0,21.1,1
183174,5000.0,5,4,140000.0,29.39,1
183200,3000.0,2,4,55000.0,211.0,1
183201,5000.0,2,4,54000.0,159.99,1
183202,7500.0,1,4,30000.0,159.99,1
183204,5000.0,2,2,188000.0,8.99,1
183222,5000.0,2,2,188000.0,10.92,1
183228,5000.0,2,2,188000.0,8.76814590454102,1
183260,8500.0,3,1,180000.0,23.99,1
183267,1000.0,4,2,51000.0,24.8,1
183273,45000.0,5,3,180000.0,8.835,1
183288,45000.0,5,3,180000.0,7.84,1
183404,3200.0,16,4,65000.0,98.648,1
183411,10500.0,2,2,106500.0,14.75,1
183497,800.0,2,4,30000.0,35.98,1
183559,3000.0,2,1,72000.0,29.99,1
183566,12000.0,2,1,70000.0,29.5,1
183627,1000.0,2,1,48000.0,249.0,1
183647,1500.0,1,4,25000.0,159.99,1
183648,500.0,2,4,40000.0,292.0,1
183658,1300.0,2,4,104000.0,35.99,1
183674,5000.0,2,2,30000.0,21.4822,1
183683,5000.0,2,2,30000.0,16.72,1
183728,800.0,2,4,30000.0,36.0,1
183843,3500.0,5,4,115000.0,33.89,1
183861,50000.0,11,2,179000.0,22.86,1
183920,25000.0,2,1,200000.0,21.4,1
183998,8000.0,2,1,60724.0,15.23,1
184026,3000.0,2,1,27000.0,19.42,1
184095,1000.0,4,2,60000.0,20.92,1
184116,5000.0,2,4,198000.0,98.688,1
184129,2500.0,4,1,50000.0,35.98,1
184145,15000.0,2,1,249996.0,27.1362,1
184225,1000.0,4,1,74100.0,21.99,1
184235,1000.0,14,3,54000.0,33.23,1
184276,8000.0,2,1,30000.0,27.99,1
184329,5000.0,2,4,100000.0,159.99,1
184346,5000.0,2,1,69000.0,29.56,1
184389,40000.0,2,2,50000.0,15.93,1
184410,21000.0,14,1,186000.0,20.46,1
184451,15000.0,11,4,50000.0,0.2399,1
184498,15000.0,2,2,39900.0,18.67,1
184523,3000.0,2,2,234000.0,20.01,1
184611,10000.0,1,3,37800.0,11.65,1
184627,10000.0,1,3,37800.0,18.32,1
184631,10000.0,1,3,37800.0,19.6,1
184632,10000.0,1,3,37800.0,12.99,1
184678,40000.0,3,2,100000.0,16.94,1
184735,20000.0,3,3,50000.0,13.55,1
184748,1500.0,1,1,69000.0,17.9,1
184765,25000.0,1,3,41000.0,12.8965326690674,1
184797,6000.0,2,1,44000.0,64.889,1
184849,1000.0,2,4,36000.0,64.966,1
184959,14000.0,2,1,60000.0,22.5097,1
185006,1000.0,4,4,25008.0,159.99,1
185166,1000.0,2,2,60000.0,98.491,1
185177,1000.0,4,2,42000.0,33.3,1
185240,5000.0,3,1,35000.0,24.49,1
185292,15000.0,7,2,100000.0,32.08,1
185328,800.0,2,1,35000.0,249.0,1
185356,1000.0,4,1,42000.0,21.49,1
185386,5000.0,2,2,82000.0,25.59,1
185421,20000.0,2,2,95000.0,29.61,1
185466,6000.0,5,1,53000.0,33.94,1
185509,50000.0,4,3,107500.0,20.4,1
185527,500.0,4,4,25000.0,211.0,1
185553,500.0,2,4,20000.0,211.0,1
185615,800.0,2,4,42000.0,22.01,1
185677,30000.0,3,4,68000.0,25.08,1
185759,4000.0,4,2,72000.0,26.98,1
185765,16000.0,2,4,35000.0,0.2499,1
185787,32000.0,6,1,74000.0,34.99,1
185968,10000.0,5,4,102000.0,98.533,1
185997,800.0,2,4,31200.0,211.0,1
186092,10500.0,2,2,120000.0,26.99,1
186105,1000.0,2,1,15000.0,211.0,1
186153,15000.0,2,3,32000.0,22.91,1
186169,50000.0,5,3,100000.0,12.25,1
186191,5000.0,4,2,40000.0,32.08,1
186199,20000.0,2,1,111000.0,33.96,1
186215,7500.0,2,2,72000.0,29.09,1
186222,5000.0,11,4,36000.0,159.99,1
186384,7000.0,2,1,70000.0,29.7,1
186425,12000.0,2,1,15000.0,29.47,1
186427,7500.0,2,3,36000.0,8.99,1
186500,20000.0,5,3,180000.0,12.99,1
186649,5000.0,16,2,20280.0,32.76,1
186659,15000.0,1,2,150000.0,27.7,1
186722,5000.0,3,3,70000.0,11.2599,1
186791,5000.0,3,3,50000.0,16.15,1
186821,25000.0,2,2,59000.0,14.99,1
186828,1500.0,4,1,47500.0,199.0,1
186902,5000.0,2,2,23196.0,33.72,1
186915,2000.0,2,1,54000.0,25.36,1
186932,5000.0,2,2,55000.0,211.0,1
186934,4000.0,2,1,24000.0,29.66,1
186961,15000.0,5,2,35000.0,19.14,1
187039,10500.0,2,2,113000.0,25.59,1
187100,500.0,2,4,21840.0,159.99,1
187129,1000.0,3,1,48500.0,159.99,1
187528,5000.0,3,1,50000.0,29.27,1
187539,2000.0,8,4,32000.0,159.99,1
187568,1000.0,2,4,72000.0,35.99,1
187576,5000.0,2,2,46000.0,0.2682,1
187594,1500.0,4,4,40000.0,159.99,1
187596,200.0,2,4,48000.0,35.99,1
187819,5000.0,2,2,35000.0,29.74,1
187820,5000.0,2,2,35000.0,29.67,1
187844,5000.0,2,3,200000.0,20.99,1
187957,1000.0,8,4,40000.0,199.0,1
187995,22500.0,3,2,115000.0,15.5,1
188053,1000.0,4,2,36000.0,149.08,1
188064,5000.0,2,2,65000.0,28.27,1
188089,1000.0,4,2,48000.0,64.777,1
188118,500.0,2,4,18096.0,199.0,1
188158,7000.0,2,4,24000.0,27.08,1
188172,7000.0,2,1,37000.0,0.2454,1
188211,4000.0,4,5,48000.0,35.98,1
188217,40000.0,2,3,156000.0,7.16,1
188264,1000.0,2,1,24000.0,159.99,1
188484,3000.0,5,1,39000.0,199.0,1
188493,5000.0,3,3,15000.0,14.37,1
188546,15000.0,2,2,58766.0,21.96,1
188685,13000.0,2,4,32000.0,19.62,1
188755,600.0,6,4,60000.0,249.0,1
188825,10000.0,1,1,33000.0,0.2579,1
188847,450.0,4,4,30000.0,199.0,1
188871,20000.0,2,3,55000.0,9.99,1
188944,2000.0,4,2,75000.0,149.0,1
189008,5000.0,4,2,36640.0,27.09,1
189009,25000.0,5,3,140000.0,28.68,1
189016,15000.0,1,3,115000.0,29.77,1
189102,30000.0,3,2,72000.0,24.99,1
189198,2500.0,6,4,15000.0,211.0,1
189221,2000.0,2,4,61000.0,199.0,1
189255,10000.0,2,4,166000.0,20.39,1
189256,10000.0,2,4,166000.0,12.04,1
189388,20000.0,7,2,40000.0,23.88,1
189402,34000.0,2,1,200000.0,28.6,1
189467,4000.0,6,3,45000.0,29.6,1
189505,1000.0,2,1,18000.0,249.0,1
189661,35000.0,2,2,133500.0,14.97,1
189708,10000.0,2,2,72000.0,23.99,1
189781,14000.0,2,3,53000.0,9.74,1
189842,800.0,2,4,48000.0,25.14,1
189938,1000.0,4,1,30000.0,159.99,1
189978,18000.0,2,2,60000.0,8.99,1
189994,16000.0,2,1,50000.0,35.99,1
190029,8500.0,3,2,50000.0,21.8,1
190151,7500.0,4,4,65004.0,159.99,1
190178,27000.0,3,2,33000.0,18.85,1
190230,800.0,8,4,29000.0,159.99,1
190291,5000.0,2,2,78000.0,159.99,1
190292,5000.0,2,2,78000.0,33.52,1
190323,8500.0,8,1,85000.0,33.74,1
190333,5000.0,4,1,40000.0,31.97,1
190402,1000.0,8,4,47000.0,199.0,1
190459,12000.0,2,1,45000.0,33.82,1
190497,3500.0,4,1,30000.0,159.99,1
190518,5000.0,2,2,250000.0,35.99,1
190678,500.0,5,4,30000.0,199.0,1
190769,3000.0,2,4,35000.0,249.0,1
190851,5000.0,2,2,140000.0,9.74,1
190889,1500.0,4,5,70000.0,159.99,1
190923,3500.0,2,4,55000.0,149.0,1
190936,36000.0,2,4,122165.0,22.26,1
190971,800.0,2,4,30000.0,31.5,1
190979,25000.0,2,1,65000.0,33.49,1
191000,5000.0,2,1,82274.0,35.99,1
191009,9900.0,2,2,125000.0,11.99,1
191032,2000.0,11,4,48000.0,159.99,1
191041,5000.0,2,4,41000.0,159.99,1
191237,40000.0,2,2,58000.0,29.64,1
191277,100000.0,5,3,270000.0,17.0281909265107,1
191363,10000.0,3,4,90000.0,25.84,1
191385,1000.0,6,4,234000.0,149.0,1
191394,10000.0,1,2,112000.0,33.63,1
191440,500.0,15,4,30000.0,159.99,1
191441,2000.0,5,1,47000.0,23.26,1
191538,500.0,9,4,40000.0,211.0,1
191540,25000.0,2,3,52000.0,27.23,1
191606,3000.0,4,4,65000.0,199.0,1
191623,1000.0,2,1,66000.0,20.76,1
191635,5000.0,2,4,72000.0,35.99,1
191737,15000.0,11,1,50000.0,29.99,1
191778,12000.0,3,2,103000.0,13.02,1
191824,500.0,2,4,36000.0,208.56,1
191832,2500.0,2,2,19700.0,21.62,1
191836,2500.0,2,2,19700.0,98.084,1
191874,2000.0,2,1,67200.0,31.5,1
191927,12000.0,2,4,200000.0,29.99,1
191940,5000.0,8,1,29500.0,159.99,1
191946,1000.0,2,1,48000.0,211.0,1
191959,45000.0,3,2,400000.0,10.24,1
192032,8000.0,2,4,48000.0,33.02,1
192139,5000.0,2,4,40000.0,35.99,1
192148,30000.0,2,2,80000.0,29.36,1
192199,5000.0,4,4,52000.0,0.3599,1
192208,500.0,2,1,78000.0,292.0,1
192256,5000.0,2,2,70000.0,17.83,1
192315,17000.0,1,2,29700.0,28.4,1
192326,25000.0,2,1,86000.0,33.48,1
192435,5000.0,2,1,36000.0,33.38,1
192477,25000.0,3,2,240000.0,11.47,1
192503,15000.0,3,3,32500.0,15.08,1
192525,15000.0,2,2,88000.0,22.48,1
192584,5000.0,2,1,70000.0,35.99,1
192617,5000.0,4,1,70000.0,33.64,1
192627,5500.0,15,1,60000.0,159.99,1
192725,5000.0,2,2,135000.0,18.19,1
192852,16000.0,5,2,70000.0,24.54,1
192972,2000.0,25,4,35000.0,249.0,1
193011,1500.0,15,3,80000.0,22.75,1
193028,70000.0,2,3,110000.0,16.99,1
193059,22000.0,7,1,70000.0,26.72,1
193079,800.0,2,1,50000.0,249.0,1
193089,5000.0,2,1,65000.0,34.99,1
193108,10000.0,4,4,39000.0,159.99,1
193129,40000.0,5,3,88000.0,25.99,1
193153,10000.0,2,2,60000.0,22.48,1
193230,5000.0,4,2,72000.0,149.0,1
193235,1000.0,2,4,42000.0,416.071,1
193256,20000.0,14,1,42000.0,35.98,1
193327,12000.0,2,2,36000.0,29.48,1
193380,5000.0,7,1,70000.0,23.99,1
193585,5000.0,2,2,65000.0,0.3599,1
193621,2500.0,5,1,60000.0,35.95,1
193631,15000.0,5,4,144000.0,29.77,1
193644,1000.0,4,1,18000.0,211.0,1
193754,10000.0,1,2,75000.0,23.99,1
193783,500.0,2,4,31200.0,159.99,1
193838,1000.0,4,2,60000.0,33.64,1
193867,40000.0,2,1,40000.0,27.99,1
193946,1000.0,2,4,60000.0,20.19,1
193969,2000.0,14,2,85008.0,23.31,1
194137,1000.0,6,1,29000.0,249.0,1
194154,5000.0,6,4,30000.0,159.99,1
194364,50000.0,5,2,212000.0,29.99,1
194419,1000.0,24,4,73000.0,159.99,1
194502,35000.0,3,2,700000.0,8.703,1
194574,3000.0,4,2,36000.0,27.98,1
194693,7000.0,2,1,118000.0,31.57,1
194835,5000.0,2,1,55000.0,23.87,1
194987,15000.0,3,2,70000.0,23.36,1
195022,8500.0,2,1,60000.0,35.99,1
195024,14000.0,2,1,75000.0,20.3539,1
195065,5000.0,2,4,32000.0,23.75,1
195111,5000.0,2,1,76000.0,29.99,1
195165,27000.0,4,2,73000.0,23.99,1
195202,1000.0,2,1,60900.0,23.25,1
195216,5000.0,2,4,100000.0,35.526,1
195267,5000.0,2,4,10800.0,26.98,1
195279,600.0,8,1,20000.0,199.0,1
195285,10000.0,2,4,30000.0,33.87,1
195362,5000.0,4,5,23000.0,159.99,1
195438,1000.0,4,2,30000.0,64.497,1
195484,800.0,6,1,30000.0,249.0,1
195485,200.0,2,4,16757.0,249.0,1
195547,500.0,11,4,47000.0,211.0,1
195548,2500.0,14,1,48000.0,149.0,1
195590,45000.0,2,3,300000.0,9.24,1
195653,15000.0,3,2,150000.0,14.66,1
195715,3000.0,5,4,33372.0,211.0,1
195756,9000.0,1,4,100000.0,29.77,1
195921,5000.0,4,2,45000.0,28.44,1
196039,5000.0,2,1,65787.0,159.99,1
196057,600.0,2,4,10080.0,211.0,1
196061,20000.0,2,1,145000.0,26.32,1
196088,2500.0,2,4,32000.0,249.0,1
196100,4500.0,14,1,45254.0,29.79,1
196109,1500.0,7,4,25000.0,249.0,1
196119,2000.0,12,4,110000.0,35.99,1
196183,500.0,8,1,30000.0,159.99,1
196324,3000.0,6,4,34000.0,159.99,1
196408,5000.0,4,1,29000.0,29.25,1
196422,5000.0,2,2,90000.0,17.23,1
196489,900.0,6,4,32000.0,199.0,1
196528,5000.0,1,2,57500.0,25.59,1
196550,5000.0,1,4,22000.0,159.99,1
196554,2000.0,2,1,140000.0,34.0,1
196582,17500.0,2,2,84000.0,28.71,1
196585,28000.0,3,2,267000.0,12.56,1
196632,40000.0,1,1,82000.0,34.19,1
196664,500.0,2,4,72000.0,21.45,1
196684,15000.0,2,2,70000.0,28.42,1
196709,5000.0,2,2,32000.0,28.79,1
196724,8000.0,2,1,65000.0,26.2,1
196846,10000.0,3,2,58000.0,27.69,1
196910,1500.0,14,4,103400.0,22.51,1
196913,5000.0,11,1,25000.0,159.99,1
197066,5000.0,2,1,36000.0,159.99,1
197158,10000.0,2,3,50000.0,22.76,1
197241,5000.0,1,2,30000.0,0.2399,1
197335,25000.0,3,2,156000.0,11.68,1
197366,3700.0,3,1,20000.0,78.99,1
197367,15500.0,3,4,68000.0,0.2706,1
197383,4000.0,19,3,54000.0,12.99,1
197451,5000.0,1,2,24000.0,26.18,1
197516,1000.0,2,4,72000.0,21.49,1
197538,5000.0,2,2,71000.0,25.81,1
197552,1500.0,11,4,38900.0,159.99,1
197652,7000.0,4,3,135000.0,12.04,1
197707,1000.0,2,4,105000.0,35.99,1
197795,4000.0,5,1,78000.0,78.99,1
197972,5000.0,2,4,45000.0,149.0,1
198174,10000.0,2,4,90000.0,98.533,1
198191,10000.0,2,4,60000.0,34.68,1
198215,12000.0,2,2,132000.0,23.51,1
198261,5000.0,1,4,75000.0,159.99,1
198355,25000.0,2,2,66000.0,26.5889,1
198401,800.0,2,4,42000.0,21.75,1
198468,5000.0,4,4,35000.0,33.84,1
198614,2500.0,6,4,60000.0,199.0,1
198740,5000.0,2,4,30000.0,159.99,1
198769,500.0,2,1,105600.0,33.64,1
198813,15000.0,6,1,59560.0,22.09,1
198821,5000.0,2,4,45000.0,29.44,1
198836,1000.0,2,1,48000.0,24.48,1
198967,1000.0,8,1,70000.0,33.93,1
198976,1000.0,8,1,70000.0,34.99,1
199053,5000.0,5,2,20000.0,64.558,1
199068,1000.0,2,4,72000.0,24.51,1
199093,40000.0,2,3,400000.0,10.92,1
199219,10000.0,2,2,76500.0,29.51,1
199234,4000.0,4,2,129600.0,27.8,1
199239,700.0,2,4,35000.0,159.99,1
199246,6000.0,2,1,35000.0,159.99,1
199264,10000.0,5,2,120000.0,11.374,1
199302,12000.0,26,2,48000.0,19.5,1
199346,5000.0,2,2,106543.0,0.2999,1
199380,10500.0,2,1,420000.0,17.29,1
199454,3000.0,5,4,60000.0,159.99,1
199457,125000.0,5,3,130000.0,17.0282128519228,1
199475,999.0,2,4,60000.0,19.47,1
199600,38000.0,3,1,138000.0,25.99,1
199615,9500.0,3,3,65000.0,11.17,1
199651,5000.0,14,1,15000.0,33.9,1
199716,1000.0,4,4,35004.0,159.99,1
199733,5000.0,7,2,30000.0,149.0,1
199777,15000.0,2,1,169000.0,14.24,1
199864,20000.0,2,2,98000.0,29.55,1
199876,1000.0,2,1,50500.0,35.99,1
199883,1000.0,22,4,25008.0,64.752,1
199949,9000.0,3,2,50000.0,13.85,1
200080,5000.0,2,4,65000.0,29.61,1
200099,11000.0,2,2,43000.0,35.99,1
200120,15000.0,2,1,103000.0,24.14,1
200285,3000.0,2,1,20000.0,29.76,1
200320,54600.0,1,3,75000.0,9.7,1
200373,5000.0,11,4,50000.0,28.84,1
200386,800.0,2,4,78000.0,21.0,1
200410,24000.0,3,2,52000.0,28.73,1
200430,10000.0,2,1,50000.0,29.13,1
200506,10000.0,5,3,45000.0,8.49,1
200600,20000.0,2,3,60000.0,14.99,1
200674,15000.0,2,4,58806.0,33.85,1
200685,40000.0,5,2,172000.0,25.33,1
200698,30000.0,4,3,60000.0,22.08,1
200724,800.0,2,4,78000.0,26.98,1
200742,100000.0,2,3,600000.0,11.27,1
200794,5000.0,4,4,55008.0,159.99,1
200839,500.0,6,4,20000.0,249.0,1
200869,2000.0,2,2,26187.0,149.0,1
200974,5000.0,2,1,38000.0,149.0,1
201012,35000.0,5,2,54000.0,18.91,1
201064,500.0,2,4,12000.0,199.0,1
201065,500.0,19,1,40000.0,211.0,1
201071,15000.0,3,2,125000.0,29.71,1
201079,5000.0,2,2,475000.0,28.12,1
201120,6000.0,12,2,234000.0,35.99,1
201210,20000.0,2,3,173000.0,8.99,1
201350,5000.0,8,4,37500.0,34.19,1
201381,5000.0,3,4,84000.0,33.63,1
201439,5000.0,4,2,40000.0,29.72,1
201452,900.0,16,1,13000.0,211.0,1
201480,11000.0,5,4,55487.0,27.75,1
201482,11000.0,5,4,55487.0,29.72,1
201512,500.0,7,4,32000.0,211.0,1
201513,2500.0,6,4,18300.0,211.0,1
201521,19000.0,3,2,32000.0,24.8,1
201524,5000.0,2,1,32146.0,35.98,1
201553,2000.0,14,5,40000.0,159.99,1
201562,10000.0,4,2,27000.0,33.66,1
201571,10000.0,2,2,85000.0,29.6,1
201592,2500.0,2,2,48000.0,27.99,1
201780,30000.0,2,2,107000.0,9.209,1
201843,500.0,2,4,28500.0,199.0,1
201903,10000.0,2,2,55000.0,20.92,1
201966,25000.0,3,2,230000.0,11.95,1
202011,999.0,2,4,60000.0,21.45,1
202135,40000.0,2,1,105000.0,29.79,1
202198,3000.0,6,4,52000.0,149.0,1
202301,1000.0,2,4,22000.0,211.0,1
202392,1000.0,4,2,18000.0,427.426,1
202408,18500.0,2,3,165000.0,8.99,1
202515,10000.0,2,4,25000.0,159.99,1
202632,50000.0,5,2,132000.0,24.3,1
202770,5000.0,2,4,60000.0,249.0,1
202777,800.0,18,4,240000.0,149.0,1
202835,10000.0,16,1,40000.0,25.0,1
202846,2000.0,2,1,108000.0,26.48,1
202946,5000.0,2,1,59000.0,149.0,1
202956,1000.0,4,3,72000.0,8.49,1
203015,2000.0,2,1,40000.0,29.52,1
203047,2000.0,2,1,234000.0,149.0,1
203053,5000.0,2,1,33000.0,149.076,1
203089,15000.0,3,4,102000.0,32.41,1
203170,5000.0,2,2,350000.0,11.16,1
203171,5000.0,2,2,350000.0,11.16,1
203217,2500.0,6,4,77000.0,211.0,1
203255,5000.0,2,2,103500.0,10.43,1
203265,5000.0,2,2,103500.0,29.5,1
203331,1000.0,25,1,39000.0,422.837,1
203449,15000.0,2,2,58000.0,30.54,1
203641,4000.0,2,1,25000.0,159.0,1
203745,6000.0,3,2,15000.0,14.86,1
203805,20000.0,3,2,43598.0,10.2343,1
203888,25000.0,6,1,125000.0,15.4,1
203913,1000.0,14,4,48000.0,249.0,1
203974,10000.0,2,1,234000.0,59.025,1
203996,5000.0,2,2,60000.0,28.76,1
204034,5000.0,2,3,111000.0,10.96,1
204054,100000.0,2,2,380000.0,26.96,1
204128,5000.0,2,4,69411.0,33.89,1
204229,1000.0,2,4,27000.0,35.98,1
204368,11000.0,5,3,235000.0,10.59,1
204489,1000.0,4,2,58800.0,65.076,1
204493,2000.0,2,1,54000.0,20.58,1
204518,25000.0,2,3,85000.0,10.49,1
204586,4300.0,2,1,19572.0,33.99,1
204648,10000.0,2,1,40000.0,98.639,1
204676,25000.0,5,3,234000.0,13.51,1
204716,5000.0,2,2,75000.0,149.0,1
204741,2500.0,4,4,48000.0,159.99,1
204760,15000.0,2,1,65000.0,29.25,1
204784,5000.0,2,1,57000.0,25.06,1
204823,5000.0,2,2,75000.0,0.2499,1
204841,5000.0,2,2,75000.0,25.06,1
204940,12000.0,3,2,55000.0,0.2499,1
204986,5000.0,13,4,60000.0,0.2999,1
205001,5000.0,2,2,60000.0,30.58,1
205056,5000.0,2,2,47500.0,0.2991,1
205132,1000.0,2,3,60000.0,29.99,1
205194,8000.0,3,2,115000.0,16.98,1
205204,1500.0,2,1,30000.0,148.585,1
205216,5000.0,2,1,84000.0,35.99,1
205292,15000.0,3,2,19000.0,9.7216,1
205322,250.0,2,4,34600.0,211.0,1
205323,2000.0,2,4,48000.0,29.24,1
205435,25000.0,3,2,111000.0,14.0,1
205476,35000.0,3,2,74000.0,15.96,1
205557,10000.0,2,1,40000.0,33.89,1
205599,5000.0,2,2,38000.0,28.67,1
205628,35000.0,2,2,72000.0,23.54,1
205661,5000.0,2,1,75000.0,159.99,1
205774,12000.0,6,2,77000.0,21.07,1
205845,15000.0,23,3,75605.0,26.19,1
205855,1000.0,4,2,60000.0,33.65,1
205872,800.0,2,4,60000.0,21.75,1
205880,5000.0,2,4,28000.0,159.99,1
205909,30000.0,5,1,52500.0,24.19,1
205964,2500.0,2,1,41000.0,199.0,1
206031,1400.0,2,4,37500.0,211.0,1
206042,10000.0,2,4,63000.0,0.3584,1
206114,5000.0,2,2,50000.0,159.99,1
206120,5000.0,2,2,30000.0,26.5889,1
206444,1000.0,4,4,25008.0,159.99,1
206500,15000.0,3,2,147996.0,34.339,1
206529,5000.0,4,2,55000.0,0.2926,1
206558,1100.0,2,4,13000.0,249.0,1
206677,5000.0,4,4,21960.0,159.99,1
206692,11000.0,2,2,50000.0,15.9526,1
206747,5000.0,2,4,25000.0,33.23,1
206749,5000.0,2,1,54000.0,25.0,1
206757,1000.0,2,4,72000.0,24.99,1
206804,6000.0,2,4,62400.0,33.92,1
207058,18000.0,3,1,50000.0,16.32,1
207135,10500.0,2,1,130000.0,29.99,1
207227,1000.0,4,2,42000.0,99.021,1
207301,2000.0,1,4,40000.0,149.0,1
207334,10000.0,2,4,60000.0,29.74,1
207371,1000.0,4,3,78000.0,8.49,1
207397,25000.0,3,2,45000.0,33.87,1
207457,6000.0,3,3,112400.0,9.99,1
207482,10000.0,1,2,120000.0,35.99,1
207570,5000.0,1,2,13883.0,35.99,1
207571,5000.0,1,2,13883.0,29.68,1
207626,500.0,8,4,25000.0,35.99,1
207647,2000.0,12,4,48389.0,249.0,1
207661,500.0,2,4,12000.0,211.0,1
207670,1000.0,8,4,24500.0,199.0,1
207712,6500.0,2,2,30000.0,27.6505,1
207714,6500.0,2,2,30000.0,27.6505,1
207717,5000.0,2,1,79000.0,25.7,1
207846,6000.0,4,2,48000.0,24.05,1
207852,2000.0,2,4,50000.0,159.99,1
207868,2500.0,5,4,31744.0,211.0,1
207939,800.0,2,4,60000.0,26.22,1
207965,5000.0,2,4,82000.0,159.99,1
207968,5000.0,2,4,88000.0,149.0,1
208054,2000.0,2,4,40000.0,292.0,1
208070,2500.0,16,4,35000.0,199.0,1
208158,500.0,6,1,19200.0,199.0,1
208197,38700.0,2,2,115000.0,14.69,1
208200,38700.0,2,2,115000.0,17.04,1
208293,30000.0,5,2,79040.0,17.23,1
208336,5000.0,2,2,86000.0,17.83,1
208417,2500.0,2,1,130800.0,33.71,1
208463,15000.0,7,2,130000.0,29.99,1
208467,25000.0,2,4,53000.0,17.23,1
208503,18000.0,2,1,90000.0,25.39,1
208512,10000.0,2,4,30000.0,159.99,1
208553,5000.0,4,4,55000.0,149.0,1
208621,10000.0,2,1,50000.0,33.86,1
208635,2000.0,2,1,61200.0,23.62,1
208667,5000.0,5,1,35000.0,0.2393,1
208694,7500.0,7,3,48000.0,27.65,1
208700,14257.0,15,2,35000.0,34.0,1
208715,5000.0,2,1,66000.0,64.751,1
208740,500.0,2,4,47000.0,159.99,1
208747,1000.0,4,4,30000.0,211.0,1
208759,10000.0,2,2,45000.0,98.99,1
208823,5000.0,2,2,53000.0,11.47,1
208828,18000.0,3,2,145000.0,14.57,1
209034,600.0,13,4,122000.0,159.99,1
209068,20000.0,2,1,72000.0,34.99,1
209126,2000.0,6,4,24000.0,159.99,1
209259,1000.0,2,3,48000.0,17.95,1
209270,500.0,2,4,48000.0,21.01,1
209360,25000.0,2,4,63000.0,28.83,1
209502,500.0,2,4,50000.0,211.0,1
209581,5000.0,2,4,20000.0,33.87,1
209672,1000.0,4,1,18000.0,211.0,1
209735,5000.0,13,3,107500.0,12.04,1
209775,5000.0,13,3,107500.0,9.93,1
209793,20000.0,5,1,75000.0,29.24,1
209831,1000.0,2,4,25000.0,159.99,1
209846,800.0,2,4,33000.0,249.0,1
209858,5000.0,4,3,38000.0,12.99,1
209971,1500.0,8,2,40000.0,27.57,1
209998,5000.0,5,2,80000.0,11.07,1
210053,10000.0,3,3,120000.0,0.2621,1
210123,1500.0,12,4,60000.0,211.0,1
210152,5000.0,2,2,117000.0,27.46,1
210187,25000.0,3,1,37800.0,33.91,1
210248,5000.0,2,2,116500.0,23.72,1
210296,1000.0,2,4,72000.0,21.37,1
210353,10000.0,2,2,158000.0,29.57,1
210371,20000.0,2,2,32000.0,24.02,1
210408,10000.0,2,4,47000.0,159.99,1
